Customer ID,Gender,Age,Senior Citizen,Married,Dependents,City,State,Tenure in Months,Tenure Bucket,Contract,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Revenue,Satisfaction Score,Churn Score,CLTV,Churned,Churn Label,Churn Category,Churn Reason,At Risk Flag
0928-JMXNP,Male,78,Yes,Yes,No,Los Molinos,California,4,0-12,Two Year,DSL,Bank Withdrawal,29.9,118.25,118.25,4,46,2914,0,No,,,Normal
3629-ZNKXA,Male,77,Yes,No,No,Seiad Valley,California,17,13-24,Two Year,Fiber Optic,Bank Withdrawal,101.8,1752.45,2108.72,4,53,3296,0,No,,,Normal
4827-LTQRJ,Female,70,Yes,Yes,Yes,Shasta,California,66,49-72,One Year,Fiber Optic,Credit Card,110.6,7210.85,10139.93,4,67,5418,0,No,,,Normal
0136-IFMYD,Male,71,Yes,Yes,No,Los Angeles,California,69,49-72,Two Year,Fiber Optic,Bank Withdrawal,109.95,7634.25,8904.54,5,63,4297,0,No,,,Normal
5144-TVGLP,Male,68,Yes,No,No,Los Angeles,California,38,25-48,Two Year,Fiber Optic,Bank Withdrawal,94.75,3653.0,5391.66,3,71,3654,0,No,,,Normal
9659-ZTWSM,Male,71,Yes,Yes,No,Los Angeles,California,66,49-72,One Year,Fiber Optic,Bank Withdrawal,107.35,7051.95,7531.53,4,53,4138,0,No,,,Normal
2195-VVRJF,Male,74,Yes,Yes,No,Los Angeles,California,18,13-24,Two Year,DSL,Credit Card,59.1,1011.05,1083.14,3,30,2422,0,No,,,Normal
1125-SNVCK,Female,78,Yes,No,No,Los Angeles,California,49,49-72,Two Year,DSL,Credit Card,43.8,2106.05,3832.45,5,68,5651,0,No,,,Normal
2172-EJXVF,Female,65,Yes,No,No,Los Angeles,California,71,49-72,One Year,Fiber Optic,Bank Withdrawal,105.9,7521.95,9433.61,3,60,5479,0,No,,,Normal
8659-HDIYE,Female,68,Yes,No,No,Los Angeles,California,64,49-72,Two Year,DSL,Credit Card,74.65,4869.35,6595.110000000001,4,58,5113,0,No,,,Normal
4680-KUTAJ,Female,73,Yes,No,No,Beverly Hills,California,11,0-12,Two Year,DSL,Bank Withdrawal,55.6,580.8,596.5099999999999,4,80,5014,0,No,,,High Risk
2883-ILGWO,Male,68,Yes,No,No,Compton,California,57,49-72,Two Year,Fiber Optic,Bank Withdrawal,104.9,5913.95,7833.1,5,75,5838,0,No,,,High Risk
1167-OYZJF,Female,65,Yes,Yes,No,Santa Monica,California,67,49-72,Two Year,,Bank Withdrawal,20.05,1263.05,4565.37,5,76,4934,0,No,,,Normal
4806-DXQCE,Female,77,Yes,Yes,No,Santa Monica,California,70,49-72,Two Year,Fiber Optic,Bank Withdrawal,113.65,7714.65,10167.59,4,46,6146,0,No,,,Normal
5996-NRVXR,Male,68,Yes,Yes,No,Los Alamitos,California,40,25-48,One Year,Fiber Optic,Credit Card,98.15,4116.8,4694.91,3,53,4332,0,No,,,Normal
0100-DUVFC,Male,66,Yes,Yes,No,Wilmington,California,70,49-72,One Year,Fiber Optic,Bank Withdrawal,104.8,7308.95,10067.14,5,57,5291,0,No,,,Normal
5397-TUPSH,Male,76,Yes,Yes,No,Carson,California,65,49-72,One Year,Fiber Optic,Bank Withdrawal,70.95,4555.2,6411.969999999999,3,30,4871,0,No,,,Normal
6773-LQTVT,Female,67,Yes,Yes,Yes,Long Beach,California,29,25-48,Two Year,DSL,Credit Card,35.65,1025.15,1000.08,5,46,4107,0,No,,,Normal
9402-ORRAH,Female,80,Yes,No,No,La Canada Flintridge,California,15,13-24,Two Year,Fiber Optic,Bank Withdrawal,91.5,1400.3,1945.19,3,41,4173,0,No,,,Normal
4840-ORQXB,Female,67,Yes,No,No,Sierra Madre,California,56,49-72,Two Year,Fiber Optic,Bank Withdrawal,104.75,5841.35,7352.67,3,35,5128,0,No,,,Normal
3982-DQLUS,Male,78,Yes,Yes,Yes,Sunland,California,65,49-72,Two Year,Fiber Optic,Bank Withdrawal,85.75,5688.45,6279.56,3,21,4978,0,No,,,Normal
3756-VNWDH,Male,66,Yes,Yes,No,Pasadena,California,65,49-72,One Year,Fiber Optic,Bank Withdrawal,100.75,6674.65,8759.849999999999,3,66,4368,0,No,,,Normal
2921-XWDJH,Female,76,Yes,Yes,No,Glendale,California,38,25-48,Two Year,Fiber Optic,Bank Withdrawal,83.45,3147.15,3252.13,3,49,2768,0,No,,,Normal
6814-ZPWFQ,Male,67,Yes,No,No,Santa Clarita,California,51,49-72,One Year,,Bank Withdrawal,25.0,1260.7,1419.31,4,49,5896,0,No,,,Normal
5019-GQVCR,Male,74,Yes,No,No,Westlake Village,California,43,25-48,Two Year,Fiber Optic,Bank Withdrawal,84.85,3645.6,4024.43,4,56,4556,0,No,,,Normal
1568-BEKZM,Male,65,Yes,Yes,No,Baldwin Park,California,70,49-72,Two Year,DSL,Credit Card,90.05,6333.4,7178.299999999999,3,47,4666,0,No,,,Normal
2045-BMBTJ,Female,80,Yes,No,No,South El Monte,California,33,25-48,Two Year,DSL,Bank Withdrawal,59.45,1884.65,1884.65,4,30,3116,0,No,,,Normal
6741-EGCBI,Male,69,Yes,No,No,Hacienda Heights,California,30,25-48,Two Year,Fiber Optic,Credit Card,90.5,2595.85,2717.05,3,53,5983,0,No,,,Normal
1730-ZMAME,Female,74,Yes,No,No,Ontario,California,32,25-48,Two Year,Fiber Optic,Bank Withdrawal,79.5,2665.0,4220.84,4,24,3041,0,No,,,Normal
5913-INRQV,Male,71,Yes,Yes,No,Upland,California,34,25-48,One Year,Fiber Optic,Credit Card,90.15,3128.8,4029.46,3,38,3202,0,No,,,Normal
1925-LFCZZ,Male,71,Yes,No,No,Potrero,California,55,49-72,One Year,DSL,Bank Withdrawal,50.05,2743.45,2743.45,4,70,4932,0,No,,,Normal
8707-RMEZH,Female,67,Yes,Yes,No,Tecate,California,69,49-72,One Year,Fiber Optic,Credit Card,87.3,6055.55,8439.5,3,69,4148,0,No,,,Normal
9373-WSLOY,Male,80,Yes,Yes,No,Carlsbad,California,33,25-48,Two Year,DSL,Bank Withdrawal,50.0,1750.85,1750.85,3,65,5600,0,No,,,Normal
9819-FBNSV,Male,75,Yes,Yes,No,El Cajon,California,37,25-48,Two Year,Fiber Optic,Bank Withdrawal,72.25,2575.45,3446.43,3,20,4121,0,No,,,Normal
9544-PYPSJ,Female,67,Yes,Yes,Yes,El Cajon,California,62,49-72,Two Year,Fiber Optic,Credit Card,96.1,6019.35,9006.470000000001,4,37,5868,0,No,,,Normal
3258-SYSWS,Male,75,Yes,No,No,Lakeside,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,113.8,7845.8,9622.04,3,56,4598,0,No,,,Normal
0512-FLFDW,Female,74,Yes,Yes,No,Palomar Mountain,California,60,49-72,One Year,Fiber Optic,Credit Card,100.5,6029.0,7689.8,5,34,6442,0,No,,,Normal
2107-FBPTK,Female,80,Yes,No,No,Ramona,California,30,25-48,Two Year,Fiber Optic,Bank Withdrawal,104.1,3121.1,4379.0,4,59,5655,0,No,,,Normal
1016-DJTSV,Male,66,Yes,No,No,Santee,California,8,0-12,Two Year,Fiber Optic,Bank Withdrawal,69.7,572.85,907.65,4,20,5242,0,No,,,Normal
5699-BNCAS,Male,79,Yes,No,No,Valley Center,California,71,49-72,Two Year,,Credit Card,24.65,1766.75,2104.0,3,73,4788,0,No,,,Normal
2900-PHPLN,Female,73,Yes,Yes,No,Vista,California,70,49-72,Two Year,,Credit Card,19.55,1462.05,2575.05,3,22,5209,0,No,,,Normal
4039-PIMHX,Male,74,Yes,Yes,No,San Diego,California,49,49-72,Two Year,DSL,Credit Card,49.8,2398.4,2480.23,3,37,4306,0,No,,,Normal
7826-VVKWT,Female,69,Yes,Yes,Yes,San Diego,California,24,13-24,Two Year,Fiber Optic,Bank Withdrawal,96.55,2263.45,2762.17,5,73,4309,0,No,,,Normal
5288-AHOUP,Male,71,Yes,No,No,Palm Desert,California,11,0-12,Two Year,Fiber Optic,Bank Withdrawal,78.5,874.2,1331.58,3,51,4333,0,No,,,Normal
7134-HBPBS,Female,65,Yes,No,No,Adelanto,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,108.1,7774.05,9708.69,5,71,4474,0,No,,,Normal
4415-WNGVR,Female,73,Yes,Yes,No,Daggett,California,12,0-12,One Year,DSL,Bank Withdrawal,79.2,943.85,1409.65,4,42,3355,0,No,,,Normal
1309-XGFSN,Male,72,Yes,Yes,Yes,Pinon Hills,California,52,49-72,One Year,DSL,Bank Withdrawal,80.85,4079.55,4445.63,3,76,6090,0,No,,,High Risk
0650-BWOZN,Female,71,Yes,No,No,Aguanga,California,18,13-24,Two Year,Fiber Optic,Bank Withdrawal,73.55,1359.45,1494.63,3,66,5313,0,No,,,Normal
4304-XUMGI,Male,74,Yes,Yes,Yes,Moreno Valley,California,50,49-72,Two Year,DSL,Bank Withdrawal,75.15,3822.45,5467.45,4,34,6084,0,No,,,Normal
9481-IEBZY,Male,69,Yes,Yes,No,Nuevo,California,72,49-72,Two Year,Fiber Optic,Credit Card,112.9,8061.5,10263.1,3,29,5569,0,No,,,Normal
1080-BWSYE,Male,76,Yes,Yes,No,Irvine,California,64,49-72,Two Year,,Credit Card,25.65,1740.8,3624.32,5,36,6469,0,No,,,Normal
3786-WOVKF,Female,69,Yes,Yes,No,Anaheim,California,72,49-72,One Year,Fiber Optic,Bank Withdrawal,106.85,7677.4,8342.6,4,58,4768,0,No,,,Normal
5816-SCGFC,Female,73,Yes,No,No,Fullerton,California,7,0-12,Two Year,Cable,Credit Card,51.3,419.35,496.42,4,46,3660,0,No,,,Normal
9278-VZKCD,Female,67,Yes,Yes,No,Norco,California,52,49-72,Two Year,Fiber Optic,Bank Withdrawal,109.1,5647.95,5861.67,5,49,4428,0,No,,,Normal
8261-GWDBQ,Female,70,Yes,Yes,No,Corona,California,60,49-72,Two Year,Fiber Optic,Bank Withdrawal,116.05,6925.9,7169.5,3,77,4734,0,No,,,Normal
6173-GOLSU,Male,79,Yes,Yes,No,Oak View,California,67,49-72,Two Year,Fiber Optic,Credit Card,94.65,6079.0,6561.4,4,47,4228,0,No,,,Normal
7225-CBZPL,Male,79,Yes,Yes,No,Earlimart,California,17,13-24,Two Year,Fiber Optic,Bank Withdrawal,94.8,1563.9,2353.38,3,49,4831,0,No,,,Normal
3692-JHONH,Female,70,Yes,Yes,No,Kettleman City,California,52,49-72,One Year,Fiber Optic,Bank Withdrawal,106.5,5621.85,7154.33,5,57,4499,0,No,,,Normal
1200-TUZHR,Female,70,Yes,No,No,Posey,California,8,0-12,Two Year,Fiber Optic,Bank Withdrawal,85.2,695.75,1052.79,4,53,2565,0,No,,,Normal
7130-CTCUS,Male,79,Yes,Yes,No,Springville,California,16,13-24,Two Year,DSL,Bank Withdrawal,54.55,825.1,1393.58,3,34,3324,0,No,,,Normal
0420-HLGXF,Female,72,Yes,No,No,Visalia,California,39,25-48,Two Year,Fiber Optic,Bank Withdrawal,99.75,4036.0,4427.17,3,58,3860,0,No,,,Normal
3657-COGMW,Female,76,Yes,No,No,San Luis Obispo,California,52,49-72,Two Year,Fiber Optic,Credit Card,108.1,5839.3,6411.82,4,69,4251,0,No,,,Normal
4334-HOWRP,Male,70,Yes,Yes,No,Cambria,California,72,49-72,Two Year,DSL,Credit Card,64.95,4546.0,4576.0,3,78,4049,0,No,,,Normal
4098-NAUKP,Male,70,Yes,Yes,Yes,Oceano,California,68,49-72,Two Year,Fiber Optic,Bank Withdrawal,84.65,5683.6,7064.68,3,72,6404,0,No,,,High Risk
3308-JSGML,Male,77,Yes,Yes,No,Shandon,California,59,49-72,Two Year,Cable,Credit Card,64.05,3886.85,3886.85,3,49,6306,0,No,,,Normal
6199-IWKGC,Female,71,Yes,Yes,No,Benton,California,46,25-48,One Year,Fiber Optic,Bank Withdrawal,100.25,4753.85,5741.01,5,59,5453,0,No,,,Normal
2675-DHUTR,Male,80,Yes,Yes,No,Big Pine,California,58,49-72,Two Year,Fiber Optic,Bank Withdrawal,98.9,5780.7,7585.08,3,21,4993,0,No,,,Normal
7446-YPODE,Male,75,Yes,No,No,Bridgeport,California,11,0-12,Two Year,DSL,Bank Withdrawal,60.25,662.95,1314.58,3,23,5296,0,No,,,Normal
9522-BNTHX,Female,72,Yes,No,No,Caliente,California,34,25-48,Two Year,DSL,Bank Withdrawal,56.25,1765.95,1765.95,3,32,5597,0,No,,,Normal
0531-ZZJWQ,Male,68,Yes,Yes,No,Fallbrook,California,55,49-72,Two Year,Fiber Optic,Bank Withdrawal,74.0,4052.4,6411.9,5,54,4958,0,No,,,Normal
2688-BHGOG,Male,73,Yes,No,No,Olancha,California,9,0-12,Two Year,Fiber Optic,Bank Withdrawal,79.55,718.55,952.2,5,76,5811,0,No,,,High Risk
0916-QOFDP,Female,79,Yes,Yes,Yes,Randsburg,California,14,13-24,Two Year,Fiber Optic,Bank Withdrawal,95.8,1346.3,1547.76,3,29,3471,0,No,,,Normal
8910-LEDAG,Male,72,Yes,Yes,No,Prather,California,34,25-48,Two Year,Fiber Optic,Credit Card,71.55,2427.35,2868.67,3,72,3583,0,No,,,Normal
3452-GWUIN,Female,78,Yes,Yes,No,Raisin City,California,19,13-24,Two Year,Fiber Optic,Bank Withdrawal,94.95,1760.25,2132.08,5,40,5316,0,No,,,Normal
7278-CKDNC,Male,76,Yes,No,No,Fresno,California,24,13-24,Two Year,Fiber Optic,Bank Withdrawal,80.5,2088.45,3195.57,4,40,4422,0,No,,,Normal
8450-UYIBU,Female,77,Yes,No,No,Fresno,California,35,25-48,Two Year,Cable,Bank Withdrawal,39.85,1434.6,1434.6,4,60,2030,0,No,,,Normal
3836-FZSDJ,Male,69,Yes,Yes,No,Fresno,California,71,49-72,Two Year,,Bank Withdrawal,24.85,1901.0,3476.49,5,53,4367,0,No,,,Normal
0187-QSXOE,Male,71,Yes,Yes,No,Fresno,California,7,0-12,Two Year,Fiber Optic,Bank Withdrawal,89.0,605.45,899.24,4,36,5711,0,No,,,Normal
7733-UDMTP,Female,65,Yes,No,No,Fresno,California,57,49-72,Two Year,DSL,Bank Withdrawal,55.0,3094.05,3094.05,4,76,4622,0,No,,,Normal
6904-JLBGY,Female,78,Yes,No,No,Salinas,California,72,49-72,Two Year,Fiber Optic,Credit Card,117.35,8436.25,9511.93,4,71,4008,0,No,,,Normal
6917-YACBP,Female,80,Yes,No,No,Escondido,California,59,49-72,Two Year,Fiber Optic,Bank Withdrawal,89.75,5496.9,7005.53,3,70,5170,0,No,,,Normal
5917-RYRMG,Male,79,Yes,No,No,Jolon,California,32,25-48,One Year,,Credit Card,19.8,587.7,1416.18,4,78,3836,0,No,,,Normal
8224-DWCKX,Male,78,Yes,No,No,Burlingame,California,12,0-12,Two Year,Fiber Optic,Credit Card,73.3,828.05,1348.85,4,38,5159,0,No,,,Normal
1768-HNVGJ,Female,80,Yes,No,No,Mountain View,California,45,25-48,Two Year,Cable,Bank Withdrawal,70.05,3062.45,3893.15,3,43,4223,0,No,,,Normal
4395-PZMSN,Male,67,Yes,No,No,San Gregorio,California,5,0-12,Two Year,Fiber Optic,Bank Withdrawal,85.55,408.5,500.4,4,48,2850,0,No,,,Normal
5446-DKWYW,Female,74,Yes,Yes,Yes,San Francisco,California,61,49-72,One Year,DSL,Bank Withdrawal,65.2,3965.05,6362.960000000001,4,30,6238,0,No,,,Normal
8107-KNCIM,Male,73,Yes,Yes,No,San Francisco,California,14,13-24,Two Year,Fiber Optic,Bank Withdrawal,75.1,1013.35,1649.79,4,66,3771,0,No,,,Normal
5451-YHYPW,Female,75,Yes,Yes,No,San Francisco,California,72,49-72,Two Year,Fiber Optic,Credit Card,115.75,8443.7,11795.78,3,50,6205,0,No,,,Normal
7629-WFGLW,Female,80,Yes,Yes,No,Palo Alto,California,56,49-72,One Year,Fiber Optic,Bank Withdrawal,95.65,5471.75,6096.84,3,20,6335,0,No,,,Normal
8818-DOPVL,Female,65,Yes,No,No,El Cerrito,California,46,25-48,Two Year,Fiber Optic,Bank Withdrawal,104.45,4863.85,6720.890000000001,3,76,4103,0,No,,,Normal
7044-YAACC,Male,70,Yes,Yes,No,Napa,California,4,0-12,Two Year,Fiber Optic,Bank Withdrawal,70.2,280.35,273.72,5,53,4444,0,No,,,Normal
8189-XRIKE,Female,80,Yes,No,No,Newark,California,32,25-48,Two Year,Fiber Optic,Bank Withdrawal,90.95,2897.95,3882.64,4,52,5936,0,No,,,Normal
3740-RLMVT,Male,79,Yes,Yes,No,Saint Helena,California,67,49-72,One Year,Cable,Bank Withdrawal,60.95,4119.4,6920.9,3,41,5792,0,No,,,Normal
2186-QZEYA,Female,68,Yes,No,No,San Leandro,California,29,25-48,Two Year,DSL,Bank Withdrawal,58.55,1718.95,1943.37,3,30,2044,0,No,,,Normal
5599-HVLTW,Female,73,Yes,No,No,Oakland,California,14,13-24,Two Year,Fiber Optic,Bank Withdrawal,80.35,1058.1,1128.15,4,39,3276,0,No,,,Normal
9208-OLGAQ,Female,70,Yes,No,No,Berkeley,California,18,13-24,Two Year,Fiber Optic,Bank Withdrawal,84.95,1443.65,1971.49,4,74,3878,0,No,,,Normal
3244-CQPHU,Female,77,Yes,No,No,Berkeley,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,110.1,7746.7,8718.529999999999,4,57,5232,0,No,,,Normal
2674-MLXMN,Female,73,Yes,No,No,Richmond,California,71,49-72,Two Year,Fiber Optic,Credit Card,99.65,6951.15,9387.38,4,77,4241,0,No,,,Normal
9708-HPXWZ,Male,74,Yes,No,No,El Sobrante,California,5,0-12,Two Year,DSL,Credit Card,45.4,214.75,214.75,5,68,2599,0,No,,,Normal
5792-JALQC,Female,78,Yes,No,No,San Rafael,California,52,49-72,Two Year,DSL,Bank Withdrawal,59.85,3103.25,4852.09,3,71,5085,0,No,,,High Risk
2675-OTVVJ,Male,76,Yes,Yes,No,Novato,California,31,25-48,Two Year,Fiber Optic,Bank Withdrawal,89.45,2807.65,4203.93,4,68,5597,0,No,,,Normal
0537-QYZZN,Male,66,Yes,Yes,Yes,Petaluma,California,24,13-24,Two Year,Fiber Optic,Bank Withdrawal,79.85,1857.75,1955.19,3,36,3412,0,No,,,Normal
3340-QBBFM,Male,65,Yes,Yes,No,Petaluma,California,36,25-48,One Year,DSL,Credit Card,54.1,1992.85,3689.52,3,48,4017,0,No,,,Normal
2277-VWCNI,Female,65,Yes,No,No,Brookdale,California,4,0-12,Two Year,DSL,Mailed Check,48.75,179.85,304.37,3,25,3048,0,No,,,Normal
7576-JMYWV,Female,76,Yes,Yes,Yes,San Martin,California,46,25-48,Two Year,Fiber Optic,Bank Withdrawal,110.2,4972.1,5911.42,3,55,4162,0,No,,,Normal
5227-JSCFE,Male,74,Yes,Yes,No,Scotts Valley,California,71,49-72,Two Year,DSL,Credit Card,46.35,3353.4,3334.76,4,28,5421,0,No,,,Normal
1608-GMEWB,Male,76,Yes,No,No,Stockton,California,45,25-48,Two Year,Fiber Optic,Bank Withdrawal,93.9,4200.25,4904.5,4,58,3960,0,No,,,Normal
2665-NPTGL,Female,79,Yes,Yes,No,Sheep Ranch,California,26,25-48,Two Year,Fiber Optic,Bank Withdrawal,98.1,2510.7,2951.69,4,38,3114,0,No,,,Normal
0442-ZXKVS,Female,79,Yes,Yes,No,Denair,California,54,49-72,One Year,Fiber Optic,Bank Withdrawal,115.6,6431.05,8791.39,3,45,4337,0,No,,,Normal
0575-CUQOV,Male,76,Yes,Yes,No,Hilmar,California,60,49-72,One Year,Fiber Optic,Bank Withdrawal,97.95,5867.0,6890.0,4,29,6150,0,No,,,Normal
5329-KRDTM,Male,73,Yes,Yes,No,Long Barn,California,72,49-72,Two Year,DSL,Credit Card,77.35,5396.25,7821.21,4,29,6202,0,No,,,Normal
0707-HOVVN,Female,79,Yes,No,No,Mi Wuk Village,California,70,49-72,Two Year,Cable,Bank Withdrawal,75.5,5212.65,8521.55,4,62,6024,0,No,,,Normal
9518-XXBXE,Male,80,Yes,Yes,No,Patterson,California,10,0-12,Two Year,Fiber Optic,Bank Withdrawal,75.3,720.45,971.75,4,41,4254,0,No,,,Normal
0423-UDIJQ,Male,74,Yes,No,No,Snelling,California,9,0-12,Two Year,DSL,Mailed Check,49.2,447.9,511.89,4,22,2145,0,No,,,Normal
9029-FEGVJ,Female,68,Yes,Yes,No,Escondido,California,32,25-48,Two Year,Fiber Optic,Mailed Check,79.3,2570.0,2639.44,3,27,5242,0,No,,,Normal
8999-XXGNS,Female,70,Yes,Yes,No,Healdsburg,California,72,49-72,One Year,Fiber Optic,Credit Card,105.75,7629.85,9016.65,5,53,5832,0,No,,,Normal
0471-ARVMX,Female,70,Yes,Yes,No,Kelseyville,California,62,49-72,One Year,Fiber Optic,Bank Withdrawal,104.85,6312.9,7722.78,3,68,5061,0,No,,,Normal
7524-VRLPL,Male,71,Yes,No,No,Manchester,California,69,49-72,Two Year,Cable,Credit Card,74.1,5031.0,5952.84,3,34,4204,0,No,,,Normal
4884-TVUQF,Female,80,Yes,No,No,Occidental,California,57,49-72,Two Year,Fiber Optic,Credit Card,101.3,5779.6,7882.33,4,48,4421,0,No,,,Normal
8065-BVEPF,Male,80,Yes,No,No,Yorkville,California,65,49-72,Two Year,Fiber Optic,Bank Withdrawal,99.1,6496.15,7681.099999999999,4,52,4574,0,No,,,Normal
6350-XFYGW,Male,80,Yes,No,No,Ferndale,California,4,0-12,Two Year,Fiber Optic,Bank Withdrawal,94.75,422.4,498.4,4,44,2757,0,No,,,Normal
8755-IWJHN,Male,73,Yes,Yes,No,Honeydew,California,69,49-72,Two Year,Fiber Optic,Bank Withdrawal,95.35,6382.0,9825.79,3,21,6132,0,No,,,Normal
4480-QQRHC,Female,72,Yes,No,No,Hydesville,California,8,0-12,Two Year,Fiber Optic,Bank Withdrawal,74.05,600.15,617.59,3,79,4899,0,No,,,Normal
0929-PECLO,Female,74,Yes,No,No,Klamath,California,63,49-72,Two Year,Fiber Optic,Bank Withdrawal,89.6,5538.8,8172.2,4,38,4438,0,No,,,Normal
9470-YFUYI,Male,69,Yes,Yes,No,Redway,California,71,49-72,One Year,DSL,Bank Withdrawal,71.0,5012.1,5817.950000000001,3,55,5247,0,No,,,Normal
7402-EYFXX,Male,65,Yes,No,No,Salyer,California,26,25-48,Two Year,Fiber Optic,Bank Withdrawal,93.6,2404.1,3055.14,5,54,4030,0,No,,,Normal
1986-PHGZF,Male,73,Yes,No,No,Greenwood,California,18,13-24,Two Year,DSL,Credit Card,58.4,964.9,1817.02,4,54,2812,0,No,,,Normal
8024-XNAFQ,Female,66,Yes,No,No,Isleton,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,107.4,7748.75,10003.07,4,56,5294,0,No,,,Normal
2988-GBIVW,Female,68,Yes,Yes,No,Knights Landing,California,70,49-72,Two Year,Fiber Optic,Bank Withdrawal,90.85,6470.1,9165.1,4,64,5129,0,No,,,Normal
5956-YHHRX,Male,75,Yes,No,No,Pilot Hill,California,21,13-24,Two Year,Fiber Optic,Bank Withdrawal,104.35,2271.85,2924.96,5,22,4934,0,No,,,Normal
6008-NAIXK,Male,72,Yes,No,No,Pine Grove,California,54,49-72,One Year,DSL,Bank Withdrawal,55.45,2966.95,2966.95,3,58,4521,0,No,,,Normal
4007-NHVHI,Female,69,Yes,No,No,Rio Linda,California,56,49-72,Two Year,Fiber Optic,Bank Withdrawal,96.85,5219.65,7833.17,3,57,5679,0,No,,,Normal
8979-CAMGB,Male,67,Yes,No,No,Vacaville,California,64,49-72,One Year,Fiber Optic,Bank Withdrawal,102.1,6688.1,7332.58,5,47,6100,0,No,,,Normal
7813-ZGGAW,Male,68,Yes,No,No,Applegate,California,31,25-48,Two Year,Fiber Optic,Bank Withdrawal,96.6,2877.95,3353.8,5,40,3364,0,No,,,Normal
6583-KQJLK,Female,66,Yes,Yes,No,Twin Bridges,California,15,13-24,Two Year,Fiber Optic,Bank Withdrawal,94.65,1285.05,1852.65,3,70,5868,0,No,,,Normal
6139-ZZRBQ,Male,79,Yes,No,No,Granite Bay,California,64,49-72,Two Year,,Bank Withdrawal,20.05,1198.05,1517.41,4,44,4309,0,No,,,Normal
7594-LZNWR,Male,67,Yes,No,No,Sacramento,California,34,25-48,Two Year,Fiber Optic,Credit Card,69.15,2275.1,2736.14,3,63,4478,0,No,,,Normal
3996-ZNWYK,Male,77,Yes,Yes,Yes,Sacramento,California,71,49-72,Two Year,,Credit Card,19.8,1388.45,3668.97,4,69,5819,0,No,,,Normal
8760-ZRHKE,Female,80,Yes,Yes,Yes,Berry Creek,California,71,49-72,One Year,DSL,Bank Withdrawal,69.2,4982.5,8432.39,4,65,5546,0,No,,,Normal
5216-WASFJ,Female,68,Yes,Yes,No,Challenge,California,31,25-48,Two Year,Fiber Optic,Bank Withdrawal,84.85,2633.4,2797.7000000000003,3,30,5603,0,No,,,Normal
4948-WBBKL,Female,80,Yes,No,No,Dunnigan,California,36,25-48,Two Year,Fiber Optic,Bank Withdrawal,74.9,2659.45,4155.969999999999,3,23,5041,0,No,,,Normal
8348-JLBUG,Male,77,Yes,Yes,No,North San Juan,California,64,49-72,One Year,Fiber Optic,Credit Card,80.3,5017.7,5969.38,3,34,4270,0,No,,,Normal
3339-EAQNV,Male,75,Yes,Yes,No,Palermo,California,72,49-72,One Year,Fiber Optic,Credit Card,97.25,7133.1,7941.660000000001,5,69,6156,0,No,,,Normal
5730-RIITO,Female,73,Yes,No,No,Willows,California,43,25-48,Two Year,DSL,Credit Card,33.45,1500.25,1540.25,3,79,4757,0,No,,,Normal
7515-LODFU,Male,67,Yes,No,No,Burney,California,69,49-72,Two Year,,Credit Card,20.3,1356.3,2779.08,3,21,4042,0,No,,,Normal
8041-TMEID,Male,73,Yes,Yes,No,Corning,California,63,49-72,Two Year,Fiber Optic,Credit Card,108.5,6991.9,9330.46,4,49,6453,0,No,,,Normal
6941-KXRRV,Female,65,Yes,Yes,No,Dorris,California,48,25-48,One Year,DSL,Bank Withdrawal,58.95,2789.7,4442.34,3,49,4815,0,No,,,Normal
4501-UYKBC,Female,65,Yes,No,No,Igo,California,46,25-48,One Year,DSL,Credit Card,69.1,3255.35,3993.19,3,30,3856,0,No,,,Normal
5304-EFJLP,Male,72,Yes,Yes,No,Los Molinos,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,111.65,8022.85,9351.09,4,36,4406,0,No,,,Normal
8875-AKBYH,Male,78,Yes,No,No,Mineral,California,20,13-24,Two Year,Fiber Optic,Bank Withdrawal,84.35,1745.2,2265.4,4,70,4915,0,No,,,Normal
0533-UCAAU,Male,72,Yes,Yes,No,Montgomery Creek,California,57,49-72,One Year,DSL,Credit Card,71.1,4140.1,6885.22,5,40,5462,0,No,,,Normal
1394-SUIUH,Female,70,Yes,Yes,No,Mount Shasta,California,44,25-48,Two Year,Fiber Optic,Bank Withdrawal,85.15,3670.5,5625.86,4,45,2672,0,No,,,Normal
8565-WUXZU,Male,77,Yes,Yes,No,Vina,California,72,49-72,Two Year,Fiber Optic,Credit Card,84.8,6141.65,6538.37,4,54,4240,0,No,,,Normal
2055-BFOCC,Male,65,Yes,Yes,No,Likely,California,63,49-72,One Year,DSL,Bank Withdrawal,84.0,5329.55,7890.5,3,42,5688,0,No,,,Normal
4584-LBNMK,Male,79,Yes,Yes,No,Portola,California,45,25-48,One Year,,Credit Card,24.7,1174.35,3195.3,4,61,5644,0,No,,,Normal
3898-GUYTS,Female,71,Yes,No,No,Ravendale,California,45,25-48,Two Year,Fiber Optic,Bank Withdrawal,97.05,4385.05,4955.2,3,34,4735,0,No,,,Normal
3703-KBKZP,Male,70,Yes,No,No,Standish,California,16,13-24,Two Year,Fiber Optic,Bank Withdrawal,74.45,1261.35,1613.6699999999998,5,47,5111,0,No,,,Normal
